Cargo,Salario,Experiencia_previa,Nivel_experiencia,Ubicacion_empresa,Cargos_generalizados
Data Analyst,131600,,EX,US,Analyst
Data Analyst,82400,,EX,US,Analyst
Machine Learning Engineer,245700,,EX,US,Engineer
Machine Learning Engineer,132300,,EX,US,Engineer
Data Analyst,155750,,EX,US,Analyst
Data Analyst,79350,,EX,US,Analyst
Data Engineer,234000,,EX,US,Engineer
Data Engineer,117000,,EX,US,Engineer
AI Engineer,242000,,EX,US,Engineer
AI Engineer,106200,,EX,US,Engineer
Data Analyst,123900,,EX,US,Analyst
Data Analyst,75000,,EX,US,Analyst
Data Engineer,136500,,EX,US,Engineer
Data Engineer,123500,,EX,US,Engineer
Data Engineer,227500,,EX,US,Engineer
Data Engineer,145600,,EX,US,Engineer
Machine Learning Engineer,186754,,EX,US,Engineer
Machine Learning Engineer,101000,,EX,US,Engineer
Data Scientist,149800,,EX,US,Scientist
Data Scientist,70800,,EX,US,Scientist
Data Engineer,132000,,EX,US,Engineer
Data Engineer,111000,,EX,US,Engineer
Data Engineer,180000,,EX,US,Engineer
Data Engineer,162000,,EX,US,Engineer
Data Analyst,150000,,EX,US,Analyst
Data Analyst,135000,,EX,US,Analyst
Data Engineer,172700,,EX,IN,Engineer
Data Engineer,82900,,EX,IN,Engineer
Analytics Engineer,115000,,EX,US,Engineer
Analytics Engineer,95000,,EX,US,Engineer
Research Scientist,238000,,EX,US,Scientist
Research Scientist,144500,,EX,US,Scientist
Machine Learning Engineer,145000,,EX,US,Engineer
Machine Learning Engineer,98500,,EX,US,Engineer
Data Scientist,209300,,EX,US,Scientist
Data Scientist,123800,,EX,US,Scientist
Data Analyst Lead,18000,,EX,NG,Analyst
Machine Learning Engineer,130400,,EX,US,Engineer
Machine Learning Engineer,70800,,EX,US,Engineer
Data Engineer,160000,,EX,US,Engineer
Data Engineer,75000,,EX,US,Engineer
Data Engineer,247300,,EX,US,Engineer
Data Engineer,139700,,EX,US,Engineer
Machine Learning Engineer,300000,,EX,US,Engineer
Machine Learning Engineer,200000,,EX,US,Engineer
Research Scientist,278700,,EX,US,Scientist
Research Scientist,159300,,EX,US,Scientist
Data Scientist,254900,,EX,US,Scientist
Data Scientist,203920,,EX,US,Scientist
Data Scientist,191200,,EX,US,Scientist
Data Scientist,170186,,EX,US,Scientist
Machine Learning Engineer,300000,,EX,US,Engineer
Machine Learning Engineer,200000,,EX,US,Engineer
Data Analyst,150000,,EX,US,Analyst
Data Analyst,125000,,EX,US,Analyst
NLP Engineer,200000,,EX,US,Engineer
NLP Engineer,150000,,EX,US,Engineer
Data Developer,100000,,EX,US,Other
Data Developer,95000,,EX,US,Other
Research Scientist,278700,,EX,US,Scientist
Research Scientist,159300,,EX,US,Scientist
MLOps Engineer,247300,,EX,US,Engineer
MLOps Engineer,139700,,EX,US,Engineer
Research Scientist,212800,,EX,US,Scientist
Research Scientist,124100,,EX,US,Scientist
Marketing Data Scientist,90000,,EX,US,Scientist
Data Architect,198000,,EX,US,Other
Data Architect,94000,,EX,US,Other
Applied Scientist,219100,,EX,US,Scientist
Applied Scientist,118500,,EX,US,Scientist
Data Engineer,160000,,EX,US,Engineer
Data Engineer,128000,,EX,US,Engineer
Data Engineer,60000,,EX,US,Engineer
Data Engineer,48000,,EX,US,Engineer
Data Engineer,234000,,EX,US,Engineer
Data Engineer,146000,,EX,US,Engineer
Data Scientist,179000,,EX,US,Scientist
Data Scientist,112000,,EX,US,Scientist
Data Analyst,130100,,EX,US,Analyst
Data Analyst,75000,,EX,US,Analyst
Business Intelligence Manager,166500,,EX,US,Business Intelligence
Business Intelligence Manager,104000,,EX,US,Business Intelligence
AI Engineer,166000,,EX,US,Engineer
AI Engineer,73100,,EX,US,Engineer
Research Engineer,98000,,EX,US,Engineer
Research Engineer,73000,,EX,US,Engineer
Machine Learning Engineer,247500,,EX,US,Engineer
Machine Learning Engineer,172200,,EX,US,Engineer
Analytics Engineer,183540,,EX,US,Engineer
Analytics Engineer,132000,,EX,US,Engineer
Research Scientist,240000,,EX,US,Scientist
Research Scientist,133000,,EX,US,Scientist
Data Scientist,273500,,EX,US,Scientist
Data Scientist,182500,,EX,US,Scientist
Data Analyst,92280,,EX,GB,Analyst
Data Analyst,67672,,EX,GB,Analyst
Research Engineer,240960,,EX,US,Engineer
Research Engineer,176000,,EX,US,Engineer
Research Scientist,150000,,EX,US,Scientist
Research Scientist,130000,,EX,US,Scientist
Data Engineer,150000,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Data Analyst,123040,,EX,GB,Analyst
Data Analyst,92280,,EX,GB,Analyst
Research Scientist,162240,,EX,US,Scientist
Research Scientist,47840,,EX,US,Scientist
Data Analyst,162240,,EX,US,Analyst
Data Analyst,47840,,EX,US,Analyst
Data Scientist,296980,,EX,US,Scientist
Data Scientist,123740,,EX,US,Scientist
ML Engineer,247250,,EX,US,Engineer
ML Engineer,160000,,EX,US,Engineer
Business Intelligence Analyst,91875,,EX,CA,Analyst
Business Intelligence Analyst,55125,,EX,CA,Analyst
Machine Learning Engineer,220000,,EX,US,Engineer
Machine Learning Engineer,146000,,EX,US,Engineer
Data Architect,200000,,EX,US,Other
Data Architect,115000,,EX,US,Other
Machine Learning Engineer,370000,,EX,US,Engineer
Machine Learning Engineer,220000,,EX,US,Engineer
Machine Learning Engineer,72000,,EX,VN,Engineer
Machine Learning Engineer,48000,,EX,VN,Engineer
Business Intelligence Engineer,185000,,EX,US,Engineer
Business Intelligence Engineer,79600,,EX,US,Engineer
Data Science Consultant,125000,,EX,US,Other
Data Science Consultant,122000,,EX,US,Other
Data Scientist,250000,,EX,US,Scientist
Data Scientist,175000,,EX,US,Scientist
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Scientist,235000,,EX,US,Scientist
Data Scientist,175000,,EX,US,Scientist
Machine Learning Engineer,185000,,EX,US,Engineer
Machine Learning Engineer,128000,,EX,US,Engineer
Data Engineer,350000,,EX,US,Engineer
Data Engineer,268000,,EX,US,Engineer
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Architect,180000,,EX,US,Other
Data Architect,115000,,EX,US,Other
Business Intelligence Analyst,100000,,EX,US,Analyst
Business Intelligence Analyst,80000,,EX,US,Analyst
Data Analyst,234485,,EX,US,Analyst
Data Analyst,112655,,EX,US,Analyst
Data Engineer,234000,,EX,US,Engineer
Data Engineer,146000,,EX,US,Engineer
Data Scientist,199700,,EX,US,Scientist
Data Scientist,70800,,EX,US,Scientist
Research Analyst,179000,,EX,US,Analyst
Research Analyst,112000,,EX,US,Analyst
Data Analyst,99900,,EX,US,Analyst
Data Analyst,83000,,EX,US,Analyst
Data Engineer,158000,,EX,US,Engineer
Data Engineer,90300,,EX,US,Engineer
Machine Learning Engineer,266500,,EX,US,Engineer
Machine Learning Engineer,152000,,EX,US,Engineer
Research Analyst,70000,,EX,US,Analyst
Research Analyst,60000,,EX,US,Analyst
Data Scientist,187200,,EX,US,Scientist
Data Scientist,140400,,EX,US,Scientist
Business Intelligence Engineer,225000,,EX,US,Engineer
Business Intelligence Engineer,156400,,EX,US,Engineer
Data Architect,190900,,EX,US,Other
Data Architect,109100,,EX,US,Other
Data Engineer,145000,,EX,US,Engineer
Data Engineer,98500,,EX,US,Engineer
Research Scientist,195200,,EX,US,Scientist
Research Scientist,100400,,EX,US,Scientist
Data Analyst,125000,,EX,US,Analyst
Data Analyst,100000,,EX,US,Analyst
Data Analyst,75065,,EX,US,Analyst
Data Analyst,41419,,EX,US,Analyst
Data Engineer,181700,,EX,US,Engineer
Data Engineer,64300,,EX,US,Engineer
Data Scientist,185900,,EX,US,Scientist
Data Scientist,129300,,EX,US,Scientist
Data Analyst,85000,,EX,US,Analyst
Data Analyst,80000,,EX,US,Analyst
Data Science Manager,120000,,EX,US,Other
Data Science Manager,52100,,EX,US,Other
AI Scientist,219000,,EX,US,Scientist
AI Scientist,152000,,EX,US,Scientist
Machine Learning Engineer,204500,,EX,US,Engineer
Machine Learning Engineer,142200,,EX,US,Engineer
Data Visualization Specialist,158000,,EX,US,Other
Data Visualization Specialist,90300,,EX,US,Other
Data Engineer,170000,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Data Engineer,175000,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Business Intelligence Engineer,225000,,EX,US,Engineer
Business Intelligence Engineer,180000,,EX,US,Engineer
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Engineer,152375,,EX,US,Engineer
Data Engineer,94000,,EX,US,Engineer
Data Analyst,82000,,EX,US,Analyst
Data Analyst,77000,,EX,US,Analyst
Data Engineer,196000,,EX,US,Engineer
Data Engineer,94000,,EX,US,Engineer
Data Scientist,264846,,EX,US,Scientist
Data Scientist,143060,,EX,US,Scientist
Data Analyst,203000,,EX,US,Analyst
Data Analyst,89030,,EX,US,Analyst
Data Scientist,64781,,EX,ES,Scientist
Data Scientist,41027,,EX,ES,Scientist
Data Analyst,160800,,EX,US,Analyst
Data Analyst,92700,,EX,US,Analyst
Data Analyst,62000,,EX,US,Analyst
Data Analyst,51000,,EX,US,Analyst
Data Analyst,137500,,EX,US,Analyst
Data Analyst,100000,,EX,US,Analyst
Research Engineer,128167,,EX,US,Engineer
Research Engineer,85445,,EX,US,Engineer
Business Intelligence Engineer,73824,,EX,GB,Engineer
Business Intelligence Engineer,49216,,EX,GB,Engineer
Data Analyst,65000,,EX,US,Analyst
Data Analyst,50000,,EX,US,Analyst
BI Developer,154800,,EX,US,Other
BI Developer,76300,,EX,US,Other
Research Scientist,240000,,EX,US,Scientist
Research Scientist,200000,,EX,US,Scientist
Data Scientist,55368,,EX,GB,Scientist
Data Scientist,49216,,EX,GB,Scientist
Data Engineer,110000,,EX,US,Engineer
Data Engineer,70000,,EX,US,Engineer
Machine Learning Engineer,240000,,EX,US,Engineer
Machine Learning Engineer,200000,,EX,US,Engineer
Analytics Engineer,190000,,EX,CA,Engineer
Analytics Engineer,150000,,EX,CA,Engineer
Data Engineer,465000,,EX,US,Engineer
Data Engineer,385000,,EX,US,Engineer
Data Engineer,240000,,EX,US,Engineer
Data Engineer,200000,,EX,US,Engineer
Business Intelligence Engineer,116300,,EX,US,Engineer
Business Intelligence Engineer,84600,,EX,US,Engineer
AI Engineer,129700,,EX,US,Engineer
AI Engineer,86500,,EX,US,Engineer
Data Analyst,150000,,EX,US,Analyst
Data Analyst,120000,,EX,US,Analyst
Data Analyst,73824,,EX,GB,Analyst
Data Analyst,61520,,EX,GB,Analyst
Machine Learning Engineer,225300,,EX,US,Engineer
Machine Learning Engineer,197400,,EX,US,Engineer
Data Scientist,212000,,EX,US,Scientist
Data Scientist,93300,,EX,US,Scientist
Data Analyst,140130,,EX,US,Analyst
Data Analyst,84870,,EX,US,Analyst
Insight Analyst,55368,,EX,GB,Analyst
Insight Analyst,30760,,EX,GB,Analyst
Data Engineer,266000,,EX,US,Engineer
Data Engineer,152000,,EX,US,Engineer
Data Science Manager,224000,,EX,US,Other
Data Science Manager,165000,,EX,US,Other
Machine Learning Engineer,255000,,EX,US,Engineer
Machine Learning Engineer,169000,,EX,US,Engineer
Data Engineer,169000,,EX,US,Engineer
Data Engineer,91000,,EX,US,Engineer
Data Scientist,197500,,EX,US,Scientist
Data Scientist,136500,,EX,US,Scientist
Machine Learning Engineer,248100,,EX,US,Engineer
Machine Learning Engineer,145900,,EX,US,Engineer
Data Analyst,185100,,EX,US,Analyst
Data Analyst,133300,,EX,US,Analyst
Data Analyst,95000,,EX,PH,Analyst
Data Analyst,70000,,EX,PH,Analyst
Data Engineer,130000,,EX,US,Engineer
Data Engineer,115000,,EX,US,Engineer
Data Scientist,220000,,EX,US,Scientist
Data Scientist,160000,,EX,US,Scientist
Data Analyst,79976,,EX,GB,Analyst
Data Analyst,67672,,EX,GB,Analyst
Data DevOps Engineer,95012,,EX,DE,Engineer
Data Architect,186000,,EX,US,Other
Data Architect,81800,,EX,US,Other
Data Scientist,212000,,EX,US,Scientist
Data Scientist,93300,,EX,US,Scientist
Data Scientist,130000,,EX,US,Scientist
Data Scientist,100000,,EX,US,Scientist
Machine Learning Researcher,224400,,EX,US,Other
Machine Learning Researcher,138700,,EX,US,Other
Data Engineer,210000,,EX,US,Engineer
Data Engineer,168000,,EX,US,Engineer
Machine Learning Engineer,224400,,EX,US,Engineer
Machine Learning Engineer,138700,,EX,US,Engineer
Data Scientist,43064,,EX,GB,Scientist
Data Scientist,36912,,EX,GB,Scientist
Data Analyst,95000,,EX,US,Analyst
Data Analyst,75000,,EX,US,Analyst
Data Scientist,300000,,EX,US,Scientist
Data Scientist,234000,,EX,US,Scientist
Analytics Engineer,140000,,EX,US,Engineer
Analytics Engineer,120000,,EX,US,Engineer
Machine Learning Engineer,204500,,EX,US,Engineer
Machine Learning Engineer,142200,,EX,US,Engineer
Data Analyst,155000,,EX,US,Analyst
Data Analyst,110000,,EX,US,Analyst
Machine Learning Engineer,266500,,EX,US,Engineer
Machine Learning Engineer,152000,,EX,US,Engineer
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Machine Learning Engineer,273400,,EX,US,Engineer
Machine Learning Engineer,182200,,EX,US,Engineer
BI Developer,167500,,EX,US,Other
BI Developer,106500,,EX,US,Other
Data Engineer,185900,,EX,US,Engineer
Data Engineer,129300,,EX,US,Engineer
Business Intelligence Engineer,185000,,EX,US,Engineer
Business Intelligence Engineer,79600,,EX,US,Engineer
Data Engineer,122000,,EX,US,Engineer
Data Engineer,94500,,EX,US,Engineer
Data Engineer,247300,,EX,US,Engineer
Data Engineer,139700,,EX,US,Engineer
Data Analyst,176000,,EX,US,Analyst
Data Analyst,100000,,EX,US,Analyst
Machine Learning Engineer,204500,,EX,US,Engineer
Machine Learning Engineer,142200,,EX,US,Engineer
Research Scientist,247600,,EX,US,Scientist
Research Scientist,127300,,EX,US,Scientist
Data Scientist,223400,,EX,US,Scientist
Data Scientist,186200,,EX,US,Scientist
Data Engineer,167500,,EX,US,Engineer
Data Engineer,106500,,EX,US,Engineer
Data Scientist,185900,,EX,US,Scientist
Data Scientist,129300,,EX,US,Scientist
Research Analyst,72000,,EX,US,Analyst
Research Analyst,64000,,EX,US,Analyst
Analytics Engineer,179820,,EX,US,Engineer
Analytics Engineer,143860,,EX,US,Engineer
Research Scientist,283050,,EX,US,Scientist
Research Scientist,188700,,EX,US,Scientist
Data Engineer,133000,,EX,US,Engineer
Data Engineer,58400,,EX,US,Engineer
Research Engineer,141298,,EX,US,Engineer
Research Engineer,115607,,EX,US,Engineer
Data Analyst,100000,,EX,US,Analyst
Data Analyst,75000,,EX,US,Analyst
Machine Learning Engineer,266500,,EX,CA,Engineer
Machine Learning Engineer,144400,,EX,CA,Engineer
Data Engineer,71363,,EX,GB,Engineer
Data Engineer,55368,,EX,GB,Engineer
Research Scientist,287500,,EX,US,Scientist
Research Scientist,156000,,EX,US,Scientist
Data Analyst,90000,,EX,US,Analyst
Data Analyst,70000,,EX,US,Analyst
Data Engineer,199000,,EX,US,Engineer
Data Engineer,162000,,EX,US,Engineer
Data Engineer,170884,,EX,US,Engineer
Data Engineer,113923,,EX,US,Engineer
Data Engineer,184000,,EX,US,Engineer
Data Engineer,123000,,EX,US,Engineer
Data Scientist,235750,,EX,US,Scientist
Data Scientist,174250,,EX,US,Scientist
Research Scientist,165000,,EX,US,Scientist
Research Scientist,118800,,EX,US,Scientist
Data Engineer,225000,,EX,US,Engineer
Data Engineer,150000,,EX,US,Engineer
Machine Learning Engineer,213900,,EX,US,Engineer
Machine Learning Engineer,116800,,EX,US,Engineer
Data Scientist,220000,,EX,US,Scientist
Data Scientist,150000,,EX,US,Scientist
Data Scientist,150000,,EX,US,Scientist
Data Scientist,100000,,EX,US,Scientist
Machine Learning Engineer,247500,,EX,US,Engineer
Machine Learning Engineer,172200,,EX,US,Engineer
Data Engineer,155000,,EX,US,Engineer
Data Engineer,120000,,EX,US,Engineer
Data Engineer,226700,,EX,US,Engineer
Data Engineer,133300,,EX,US,Engineer
Data Engineer,184000,,EX,US,Engineer
Data Engineer,123000,,EX,US,Engineer
Data Scientist,130000,,EX,US,Scientist
Data Scientist,117000,,EX,US,Scientist
Data Science Engineer,160000,,EX,US,Engineer
Data Science Engineer,140000,,EX,US,Engineer
Data Scientist,166000,,EX,US,Scientist
Data Scientist,73000,,EX,US,Scientist
Data Scientist,185900,,EX,US,Scientist
Data Scientist,129300,,EX,US,Scientist
Data Engineer,130000,,EX,US,Engineer
Data Engineer,104000,,EX,US,Engineer
Data Engineer,143000,,EX,US,Engineer
Data Engineer,116000,,EX,US,Engineer
Research Scientist,165000,,EX,US,Scientist
Research Scientist,118800,,EX,US,Scientist
Research Scientist,220000,,EX,US,Scientist
Research Scientist,180000,,EX,US,Scientist
Data Engineer,184000,,EX,US,Engineer
Data Engineer,123000,,EX,US,Engineer
Data Engineer,215000,,EX,US,Engineer
Data Engineer,200000,,EX,US,Engineer
Data Scientist,253000,,EX,US,Scientist
Data Scientist,131000,,EX,US,Scientist
Machine Learning Engineer,220000,,EX,US,Engineer
Machine Learning Engineer,176000,,EX,US,Engineer
Data Quality Analyst,49216,,EX,GB,Analyst
Data Quality Analyst,36912,,EX,GB,Analyst
Data Scientist,210000,,EX,US,Scientist
Data Scientist,147000,,EX,US,Scientist
Data Product Manager,186000,,EX,US,Other
Data Product Manager,161000,,EX,US,Other
Machine Learning Engineer,205000,,EX,US,Engineer
Machine Learning Engineer,152000,,EX,US,Engineer
Data Engineer,220000,,EX,CA,Engineer
Data Engineer,190000,,EX,CA,Engineer
Machine Learning Engineer,205000,,EX,US,Engineer
Machine Learning Engineer,152000,,EX,US,Engineer
Data Analyst,137000,,EX,US,Analyst
Data Analyst,110000,,EX,US,Analyst
Data Scientist,172000,,EX,US,Scientist
Data Scientist,146000,,EX,US,Scientist
Data Engineer,148000,,EX,US,Engineer
Data Engineer,99000,,EX,US,Engineer
Data Scientist,150000,,EX,US,Scientist
Data Scientist,130000,,EX,US,Scientist
Data Analyst,105000,,EX,US,Analyst
Data Engineer,99000,,EX,US,Engineer
Data Engineer,52500,,EX,US,Engineer
Machine Learning Scientist,180514,,EX,US,Scientist
Machine Learning Scientist,108308,,EX,US,Scientist
Machine Learning Engineer,210000,,EX,US,Engineer
Machine Learning Engineer,147000,,EX,US,Engineer
Data Engineer,290300,,EX,US,Engineer
Data Engineer,196685,,EX,US,Engineer
AI Engineer,220000,,EX,US,Engineer
AI Engineer,176000,,EX,US,Engineer
Machine Learning Engineer,175000,,EX,US,Engineer
Machine Learning Engineer,130000,,EX,US,Engineer
Data Architect,185000,,EX,US,Other
Data Architect,150000,,EX,US,Other
Data Engineer,145000,,EX,US,Engineer
Data Engineer,115000,,EX,US,Engineer
MLOps Engineer,133000,,EX,US,Engineer
MLOps Engineer,58300,,EX,US,Engineer
Analytics Engineer,115000,,EX,US,Engineer
Analytics Engineer,95000,,EX,US,Engineer
Data Engineer,110244,,EX,GB,Engineer
Data Engineer,39372,,EX,GB,Engineer
Data Scientist,43187,,EX,ES,Scientist
Data Scientist,31310,,EX,ES,Scientist
Data Analyst,92280,,EX,GB,Analyst
Data Analyst,67672,,EX,GB,Analyst
Data Analyst,92280,,EX,GB,Analyst
Data Analyst,67672,,EX,GB,Analyst
Data Scientist,75577,,EX,IE,Scientist
Deep Learning Engineer,303387,,EX,CA,Engineer
Deep Learning Engineer,100017,,EX,CA,Engineer
Data Engineer,230300,,EX,US,Engineer
Data Engineer,140000,,EX,US,Engineer
Data Engineer,124935,,EX,ZA,Engineer
Data Engineer,76050,,EX,ZA,Engineer
Data Scientist,224800,,EX,US,Scientist
Data Scientist,131100,,EX,US,Scientist
Data Scientist,258000,,EX,US,Scientist
Data Scientist,171000,,EX,US,Scientist
Data Engineer,196000,,EX,US,Engineer
Data Engineer,121000,,EX,US,Engineer
Data Engineer,195800,,EX,US,Engineer
Data Engineer,171500,,EX,US,Engineer
Data Modeler,166000,,EX,US,Other
Data Modeler,73100,,EX,US,Other
Data Scientist,220000,,EX,US,Scientist
Data Scientist,160000,,EX,US,Scientist
Data Scientist,85000,,EX,US,Scientist
Data Scientist,65000,,EX,US,Scientist
Machine Learning Engineer,220000,,EX,US,Engineer
Machine Learning Engineer,100000,,EX,US,Engineer
Data Scientist,185000,,EX,US,Scientist
Data Scientist,152000,,EX,US,Scientist
Machine Learning Engineer,220000,,EX,US,Engineer
Machine Learning Engineer,100000,,EX,US,Engineer
Data Scientist,48585,,EX,ES,Scientist
Data Scientist,38868,,EX,ES,Scientist
Machine Learning Engineer,220000,,EX,US,Engineer
Machine Learning Engineer,100000,,EX,US,Engineer
Machine Learning Engineer,220000,,EX,US,Engineer
Machine Learning Engineer,100000,,EX,US,Engineer
Research Engineer,220000,,EX,US,Engineer
Research Engineer,100000,,EX,US,Engineer
Data Analyst,110000,,EX,PL,Analyst
Data Analyst,80000,,EX,PL,Analyst
Data Analyst,36912,,EX,GB,Analyst
Data Scientist,150200,,EX,US,Scientist
Data Scientist,71000,,EX,US,Scientist
Data Engineer,167200,,EX,US,Engineer
Data Engineer,121000,,EX,US,Engineer
Data Engineer,133000,,EX,US,Engineer
Data Engineer,58400,,EX,US,Engineer
Data Scientist,135000,,EX,US,Scientist
Data Scientist,110000,,EX,US,Scientist
Data Product Owner,104584,,EX,GB,Other
Data Product Owner,73824,,EX,GB,Other
Data Scientist,187415,,EX,US,Scientist
Data Scientist,114080,,EX,US,Scientist
Data Scientist,187415,,EX,US,Scientist
Data Scientist,114080,,EX,US,Scientist
Data Engineer,166000,,EX,US,Engineer
Data Engineer,73100,,EX,US,Engineer
Machine Learning Engineer,306400,,EX,CA,Engineer
Machine Learning Engineer,168700,,EX,CA,Engineer
Data Scientist,187415,,EX,US,Scientist
Data Scientist,114080,,EX,US,Scientist
Data Analyst,32974,,EX,GB,Analyst
Data Analyst,32974,,EX,GB,Analyst
Data Analyst,165000,,EX,US,Analyst
Data Analyst,140000,,EX,US,Analyst
Analytics Engineer,700000,,EX,US,Engineer
Analytics Engineer,150000,,EX,US,Engineer
Data Analyst,167000,,EX,US,Analyst
Data Analyst,121000,,EX,US,Analyst
Business Intelligence Engineer,185000,,EX,US,Engineer
Business Intelligence Engineer,79600,,EX,US,Engineer
Data Scientist,190200,,EX,US,Scientist
Data Scientist,95100,,EX,US,Scientist
Data Analyst,133000,,EX,US,Analyst
Data Analyst,58400,,EX,US,Analyst
Data Engineer,90000,,EX,US,Engineer
Data Engineer,70000,,EX,US,Engineer
Data Scientist,166000,,EX,US,Scientist
Data Scientist,73100,,EX,US,Scientist
Data Engineer,135000,,EX,US,Engineer
Data Engineer,100000,,EX,US,Engineer
Data Engineer,180514,,EX,GB,Engineer
Data Engineer,108308,,EX,GB,Engineer
Machine Learning Engineer,294000,,EX,US,Engineer
Machine Learning Engineer,192000,,EX,US,Engineer
Machine Learning Engineer,266000,,EX,US,Engineer
Machine Learning Engineer,167000,,EX,US,Engineer
Machine Learning Engineer,200000,,EX,US,Engineer
Machine Learning Engineer,150000,,EX,US,Engineer
Data Analyst,163800,,EX,US,Analyst
Data Analyst,88200,,EX,US,Analyst
Data Analyst,180400,,EX,US,Analyst
Data Analyst,138800,,EX,US,Analyst
Data Analyst,67672,,EX,GB,Analyst
Data Analyst,55368,,EX,GB,Analyst
Machine Learning Engineer,319000,,EX,US,Engineer
Machine Learning Engineer,206000,,EX,US,Engineer
Data Scientist,215000,,EX,US,Scientist
Data Scientist,142000,,EX,US,Scientist
Data Scientist,266000,,EX,US,Scientist
Data Scientist,167000,,EX,US,Scientist
Data Analyst,140130,,EX,US,Analyst
Data Analyst,84870,,EX,US,Analyst
Data Engineer,178300,,EX,US,Engineer
Data Engineer,105400,,EX,US,Engineer
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Machine Learning Engineer,215000,,EX,US,Engineer
Machine Learning Engineer,142000,,EX,US,Engineer
Research Scientist,240000,,EX,US,Scientist
Research Scientist,210000,,EX,US,Scientist
Data Engineer,122000,,EX,US,Engineer
Data Engineer,94500,,EX,US,Engineer
Data Engineer,750000,,EX,US,Engineer
Data Engineer,150000,,EX,US,Engineer
Data Science Consultant,116000,,EX,US,Other
Data Science Consultant,90000,,EX,US,Other
Data Science Consultant,145000,,EX,US,Other
Data Science Consultant,128000,,EX,US,Other
Data Engineer,154000,,EX,US,Engineer
Data Engineer,126000,,EX,US,Engineer
Machine Learning Scientist,240000,,EX,US,Scientist
Machine Learning Scientist,157250,,EX,US,Scientist
Data Engineer,219650,,EX,US,Engineer
Data Engineer,136000,,EX,US,Engineer
Data Scientist,150000,,EX,US,Scientist
Machine Learning Engineer,180000,,EX,US,Engineer
Machine Learning Engineer,125000,,EX,US,Engineer
Data Scientist,247600,,EX,US,Scientist
Data Scientist,127300,,EX,US,Scientist
Data Scientist,60000,,EX,US,Scientist
Data Scientist,55000,,EX,US,Scientist
Data Engineer,250000,,EX,US,Engineer
Data Engineer,125000,,EX,US,Engineer
Machine Learning Engineer,190000,,EX,US,Engineer
Machine Learning Engineer,170000,,EX,US,Engineer
Data Scientist,202600,,EX,US,Scientist
Data Scientist,168800,,EX,US,Scientist
Data Engineer,132000,,EX,US,Engineer
Data Engineer,111000,,EX,US,Engineer
Data Scientist,203000,,EX,US,Scientist
Data Scientist,127000,,EX,US,Scientist
Business Intelligence Analyst,125009,,EX,US,Analyst
Business Intelligence Analyst,83339,,EX,US,Analyst
Data Analyst,112200,,EX,US,Analyst
Data Analyst,91800,,EX,US,Analyst
Machine Learning Engineer,200000,,EX,US,Engineer
Machine Learning Engineer,160000,,EX,US,Engineer
AI Developer,161952,,EX,FR,Other
Data Architect,185000,,EX,US,Other
Data Architect,150000,,EX,US,Other
Data Engineer,160000,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Data Engineer,145000,,EX,US,Engineer
Data Engineer,115000,,EX,US,Engineer
Data Scientist,133000,,EX,US,Scientist
Data Scientist,58300,,EX,US,Scientist
Data Engineer,254000,,EX,US,Engineer
Data Engineer,159000,,EX,US,Engineer
Data Engineer,170000,,EX,US,Engineer
Data Engineer,85000,,EX,US,Engineer
Data Scientist,130500,,EX,US,Scientist
Data Scientist,116000,,EX,US,Scientist
Research Analyst,81400,,EX,US,Analyst
Research Analyst,43500,,EX,US,Analyst
Data Engineer,169000,,EX,US,Engineer
Data Engineer,92000,,EX,US,Engineer
Data Analyst,166000,,EX,US,Analyst
Data Analyst,73100,,EX,US,Analyst
Research Scientist,190000,,EX,US,Scientist
Research Scientist,165000,,EX,US,Scientist
Machine Learning Engineer,305600,,EX,US,Engineer
Machine Learning Engineer,146600,,EX,US,Engineer
Data Analyst,150000,,EX,US,Analyst
Data Analyst,120000,,EX,US,Analyst
Data Engineer,275000,,EX,US,Engineer
Data Engineer,146400,,EX,US,Engineer
Data Scientist,208500,,EX,US,Scientist
Data Scientist,165000,,EX,US,Scientist
Data Scientist,258700,,EX,US,Scientist
Data Scientist,172500,,EX,US,Scientist
Data Engineer,150000,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Data Engineer,185000,,EX,US,Engineer
Data Engineer,150000,,EX,US,Engineer
Data Analyst,166000,,EX,US,Analyst
Data Analyst,73100,,EX,US,Analyst
Business Intelligence Analyst,198200,,EX,US,Analyst
Business Intelligence Analyst,110200,,EX,US,Analyst
Machine Learning Researcher,166000,,EX,US,Other
Machine Learning Researcher,73100,,EX,US,Other
Machine Learning Researcher,212000,,EX,US,Other
Machine Learning Researcher,93300,,EX,US,Other
